"name","party","Q_1","Q_2","Q_3","Q_4","Q_5","Q_6","Q_7","Q_8","Q_9","Q_10","Q_11","Q_12","Q_13","Q_14","Q_15","Q_16","Q_17","Q_18","Q_19","Q_20","Q_21","Q_22","Q_23","Q_24","Q_25","Q_26","Q_27","Q_28","Q_29"
"Kristen Michal","Reformierakond",3,1,1,4,4,4,4,1,4,4,4,1,1,4,4,4,4,1,1,4,1,1,1,4,4,4,4,4,4
"Ksenia Kravtšenko","Eesti 200",2,1,2,1,1,1,2,1,1,4,3,4,2,4,NA,4,NA,3,1,3,1,3,2,3,3,NA,NA,3,2
"Joel Jesse","Eesti 200",2,1,1,3,1,3,2,3,2,4,3,3,1,4,3,4,4,2,2,3,1,2,2,2,3,4,4,3,3
"Teho Paulus","Üksikkandidaat",1,4,1,2,3,3,3,1,2,3,3,3,3,2,4,NA,NA,2,1,3,1,1,NA,1,2,2,1,1,1
"Andri Võsokovski","Keskerakond",4,3,4,1,2,3,4,3,1,2,4,3,3,1,4,3,3,2,3,4,2,3,4,1,4,2,3,4,1
"Gerry Konnov","Isamaa",3,1,3,3,2,3,4,2,2,4,4,2,4,2,4,4,4,1,2,3,1,1,4,2,3,4,3,2,2
"Toomas Uibo","Eesti 200",2,2,1,3,2,3,3,2,1,4,3,3,3,4,1,4,NA,3,1,3,2,2,2,3,3,3,3,4,4
"Tiit Maran","SDE",2,3,3,2,3,3,3,1,1,4,3,2,3,2,NA,4,4,3,2,2,NA,2,2,1,3,2,2,4,2
"Külli Tammur","Eesti 200",2,1,4,3,2,3,2,4,1,4,3,4,3,4,1,4,4,4,1,4,2,3,1,2,3,3,4,4,4
"Katrin Anto","Keskerakond",4,3,3,1,4,4,3,4,2,2,3,2,2,1,4,3,2,2,3,3,1,1,3,1,3,2,3,2,1
"Kersti Truverk","Isamaa",3,1,1,3,4,3,4,1,3,2,4,2,4,1,4,4,4,2,1,3,1,1,3,4,3,3,3,2,3
"Alo-allar altmets","Eesti 200",2,2,3,3,3,3,2,3,1,4,4,NA,3,4,1,4,4,4,3,4,3,1,1,2,4,4,4,4,3
"Andrus Ilumets","Isamaa",1,1,1,4,4,4,4,1,1,4,4,4,4,1,NA,4,NA,1,1,4,1,1,4,1,4,4,4,2,3
"Silver Tambur","SDE",2,4,2,3,2,2,1,2,2,4,3,3,2,4,1,NA,3,3,2,3,4,3,2,3,2,2,2,3,2
"Margus Lepik","Reformierakond",2,1,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,2,3,2,1,2,3,3,3,3,3,2
"Helir-Valdor Seeder","Isamaa",2,2,2,3,2,4,3,2,2,3,4,2,4,1,4,2,2,2,1,3,2,1,2,2,2,1,3,3,2
"Kaspar Taimsoo","Eesti 200",2,1,2,4,2,3,1,1,3,4,2,4,2,4,1,4,4,4,2,3,2,1,2,2,4,3,4,4,3
"Mart Maastik","Isamaa",3,1,2,3,4,4,4,1,2,2,4,1,4,1,4,4,3,1,1,4,1,1,3,2,2,3,4,2,3
"Marliis Rettau","Reformierakond",3,1,3,2,2,4,4,4,3,4,3,3,2,4,4,4,4,2,1,4,1,2,3,3,4,3,3,4,3
"Urmas Klaas","Reformierakond",3,1,1,4,3,3,3,1,1,4,4,4,2,4,1,4,4,2,1,4,2,1,2,1,3,3,4,4,2
"Mihkel Lees","Reformierakond",3,1,1,3,3,3,3,1,1,4,4,4,2,4,1,4,4,2,1,4,2,1,2,1,3,3,4,4,2
"Jarno Laur","SDE",2,4,3,1,1,3,3,3,3,4,4,4,3,4,1,4,NA,3,2,4,2,NA,3,2,1,4,3,4,4
"Aarne Mäe","EKRE",4,1,4,2,4,2,2,1,2,1,4,1,4,1,4,2,1,2,1,2,3,1,2,3,3,4,3,2,3
"Eve Altrov","Reformierakond",3,1,2,2,1,3,3,2,2,3,3,2,3,3,2,3,3,3,2,3,2,2,2,3,3,3,2,3,3
"Aivar Sõerd","Reformierakond",2,2,2,4,2,3,3,NA,2,3,4,NA,3,NA,4,NA,NA,2,1,3,2,1,2,3,3,3,3,3,2
"Aat Purje","EKRE",3,1,3,4,4,2,4,1,3,1,4,1,4,1,4,2,2,1,1,2,2,1,3,2,1,4,4,1,1
"Agnes Pulk","EKRE",3,2,4,2,4,1,3,1,2,1,4,1,4,1,4,1,3,3,1,2,3,1,3,1,1,3,4,2,1
"Agu Laius","Parempoolsed",2,1,3,4,2,3,1,1,3,2,3,NA,2,3,NA,4,NA,3,2,4,3,3,1,4,3,4,4,4,3
"Aivar Helstein","Parempoolsed",4,3,4,4,3,4,1,3,2,1,4,3,4,3,4,3,2,1,2,4,2,1,2,1,4,2,3,3,1
"Alar Voitka","Parempoolsed",2,1,1,3,1,3,3,1,2,3,3,1,3,NA,NA,3,NA,2,1,3,3,1,1,3,3,2,4,2,3
"Andres Kaarmann","Parempoolsed",2,1,1,3,1,3,2,1,2,3,2,1,2,NA,NA,3,NA,2,1,4,2,2,1,3,4,4,4,3,4
"Ann Räämet","Parempoolsed",2,1,1,3,1,3,2,1,2,3,3,1,3,NA,NA,3,NA,2,1,3,3,2,2,2,4,4,4,4,4
"Ants Frosch","EKRE",3,4,4,3,3,3,4,1,2,2,4,2,4,1,4,3,2,3,1,2,3,1,2,1,1,4,3,1,2
"Arne Merilai","Parempoolsed",2,1,1,3,1,3,2,1,2,3,3,2,3,4,1,3,4,2,1,3,3,2,2,4,4,4,4,4,4
"Birgit Remiküll","Parempoolsed",2,1,1,3,1,3,2,2,2,4,3,2,3,4,1,NA,NA,3,1,4,3,1,1,4,4,3,4,4,3
"Daniel Mereäär","EKRE",4,3,3,3,4,1,4,1,1,2,4,1,4,1,4,1,1,1,1,2,4,1,4,1,4,4,4,1,1
"Elmo Somelar","Parempoolsed",2,1,1,3,4,4,3,2,1,4,4,4,1,NA,2,NA,4,2,2,3,2,1,1,4,4,3,4,4,2
"Ermo Täks","Parempoolsed",2,2,2,3,2,3,1,1,3,3,3,1,3,NA,NA,3,NA,2,1,3,3,2,2,4,3,4,4,4,3
"Greta Pukk","Parempoolsed",2,1,1,3,1,3,2,1,1,3,3,2,2,4,2,4,4,4,2,3,2,2,3,3,3,3,4,3,3
"Heiko Kiisk","Parempoolsed",2,1,3,3,2,3,2,1,3,NA,3,2,2,1,3,3,NA,2,1,NA,2,1,1,3,4,4,4,NA,NA
"Hindrek Männik","Parempoolsed",4,1,4,4,4,1,4,1,1,1,4,3,1,NA,3,4,3,3,1,4,1,4,1,4,1,3,4,4,1
"Ivo Loide","Parempoolsed",3,3,3,1,3,2,2,2,3,1,3,3,4,4,1,3,4,1,1,3,1,3,3,4,1,4,4,1,2
"Jaak Valge","EKRE",2,3,3,3,4,2,NA,1,2,1,4,1,4,1,4,NA,4,1,1,2,2,1,3,2,1,4,3,2,1
"Jako Kull","EKRE",3,2,3,3,4,2,2,1,2,3,4,1,4,1,4,1,1,2,1,3,3,1,2,1,2,3,3,3,1
"Kadri Sommer","Parempoolsed",2,1,1,3,4,1,3,3,3,3,3,3,2,4,1,4,4,3,1,3,3,1,1,1,4,4,2,3,3
"Karit Tuusula Mölder","Parempoolsed",2,1,1,3,1,3,1,2,2,3,3,2,3,4,1,4,NA,2,1,3,2,2,3,4,4,4,4,3,4
"Leana Kruuse","EKRE",4,3,3,2,4,2,4,1,3,1,4,1,4,1,4,2,2,2,1,3,1,1,1,2,2,3,3,1,1
"Malle Pärn","EKRE",3,3,4,2,4,2,4,1,2,1,4,1,3,1,4,NA,2,1,1,1,2,1,2,1,2,NA,3,1,1
"Marelle Erlenheim","Parempoolsed",2,1,1,3,1,3,2,2,2,3,3,1,3,4,NA,3,NA,3,1,3,3,2,2,3,3,4,4,4,4
"Eve Pärnaste","EKRE",3,1,3,2,4,2,4,1,2,1,4,1,4,1,4,1,2,1,1,3,1,1,4,1,1,4,4,1,1
"Mart Kallas","EKRE",3,3,4,2,4,1,1,1,2,1,4,1,4,1,4,2,NA,2,1,3,2,1,2,1,2,4,3,1,2
"Mikk Umbleja","Parempoolsed",2,1,1,3,1,3,2,1,2,3,4,2,3,NA,3,3,NA,2,1,3,3,2,2,4,4,4,4,4,4
"Priit Põllumäe","Parempoolsed",2,2,1,3,2,3,2,1,2,3,3,1,3,NA,3,3,NA,2,1,3,2,1,1,3,4,4,4,3,3
"Priit Willbach","EKRE",3,3,2,3,4,2,3,1,NA,3,4,2,3,2,4,2,2,2,1,1,2,2,NA,2,2,2,4,1,NA
"Varro Vooglaid","EKRE",3,1,3,3,4,2,4,1,2,1,4,1,4,1,4,1,1,1,1,1,1,1,1,2,3,3,3,1,2
"Lea Nilson","Isamaa",3,3,1,1,1,3,4,1,3,2,4,2,3,1,4,4,2,2,1,3,1,1,3,4,NA,3,3,4,3
"Sigrid Nuutre","Isamaa",2,1,1,3,1,2,2,2,3,NA,4,2,3,3,3,2,3,3,1,3,3,2,3,NA,2,NA,2,4,3
"Ela Tomson","Isamaa",3,1,2,3,1,3,3,2,3,1,4,1,4,1,4,2,2,2,1,3,1,1,3,4,NA,2,3,3,2
"Anna Õuekallas","Reformierakond",4,1,1,4,2,3,3,1,1,4,4,3,3,4,1,3,3,3,2,3,1,1,3,3,3,3,3,4,3
"Viktoria Lepp","Eesti 200",2,2,2,3,3,3,1,2,2,4,3,4,2,4,1,3,4,3,2,3,3,2,2,3,3,3,3,4,2
"Mikk Tarros","Reformierakond",2,1,1,3,3,3,2,3,3,4,2,3,1,3,1,4,3,4,1,4,3,3,2,1,4,4,4,4,2
"Peeter-Eerik Ots","Eesti 200",2,2,1,4,2,2,4,1,2,4,2,4,2,4,1,3,4,2,2,3,3,2,1,4,3,2,4,4,2
"Märt Meesak","Eesti 200",3,2,3,3,3,3,2,2,3,3,3,3,2,3,2,4,3,2,2,3,3,2,1,3,2,3,3,3,3
"Mart Võrklaev","Reformierakond",2,1,1,3,1,3,3,2,2,4,3,3,3,3,3,4,4,2,1,4,2,1,3,3,4,4,3,4,3
"Ulla Preeden","Isamaa",2,2,1,3,1,3,4,2,3,2,4,2,3,3,NA,NA,NA,2,1,3,2,2,3,3,NA,NA,3,3,3
"Ott Kasuri","Reformierakond",2,2,2,3,2,4,3,2,2,2,3,3,4,3,2,4,4,2,1,4,2,1,1,2,3,4,4,3,3
"Helle Kullerkupp","EKRE",2,4,4,1,4,3,3,1,2,1,4,2,4,1,4,1,3,1,1,1,1,1,1,1,2,3,2,1,1
"Oliver Liidemann","Rohelised",3,3,4,2,4,1,1,2,1,4,4,2,3,3,NA,1,4,4,1,3,4,1,4,3,2,1,3,4,1
"Kristiina Tõnnisson","Eesti 200",3,3,3,3,4,3,2,2,2,3,4,3,2,3,3,3,4,2,2,3,1,2,2,1,2,1,3,3,1
"Karel Kuningas","Parempoolsed",2,2,2,3,2,3,3,2,2,3,NA,2,3,3,NA,3,3,2,2,3,NA,1,2,3,3,3,3,3,2
"Jorma Puusaag","Parempoolsed",2,1,1,3,1,3,1,1,2,3,3,2,3,NA,NA,3,3,2,1,3,2,2,2,3,3,4,4,3,3
"Elar Niglas","EKRE",3,1,3,3,3,4,4,2,2,3,3,1,4,1,4,2,2,2,1,3,2,1,2,2,2,3,3,2,2
"Aivar Kokk","Isamaa",3,1,3,3,1,3,4,1,3,2,3,2,4,2,4,3,3,2,1,3,2,1,3,3,NA,2,3,2,3
"Gea Kangilaski","Eesti 200",2,3,2,3,1,3,1,2,1,4,3,4,2,4,1,4,4,4,NA,4,3,3,2,1,2,NA,3,4,2
"Henrik Aavik","Parempoolsed",2,2,1,4,1,2,2,2,1,3,2,3,2,3,1,4,4,3,3,3,3,1,2,4,4,4,3,4,3
"Natalie Mets","SDE",2,4,4,1,1,3,2,4,1,4,2,4,3,4,1,4,4,4,2,3,3,1,3,2,3,3,2,4,3
"Maarja Metstak","Reformierakond",1,1,1,3,1,4,1,4,2,4,3,4,2,4,1,4,4,4,3,4,3,1,2,4,4,3,3,4,3
"Rain Epler","EKRE",2,1,4,4,4,3,4,1,3,1,4,1,4,1,4,1,NA,1,1,2,2,1,2,3,1,4,4,1,2
"Laura Kiviselg","Reformierakond",3,1,1,3,2,3,1,4,1,4,4,3,2,4,1,4,4,4,3,3,2,1,2,2,4,4,3,4,3
"Marti Kuusik","EKRE",3,2,4,3,4,3,3,1,2,3,4,1,4,1,4,2,2,2,1,2,2,1,2,2,2,3,3,2,2
"Annely Akkermann","Reformierakond",2,1,2,4,1,2,3,3,1,4,4,4,2,2,3,NA,NA,2,2,4,2,1,2,3,4,1,4,3,4
