"party";"candidate_nr";"candidate_name";"candidate_votes";"candidate_position";"party_votes_const";"prop_candidate_votes_party";"prop_candidate_votes_constituency";"constituency"
"EESTIMAA ÜHENDATUD VASAKPARTEI";1045;"IGOR HOPP";372;2;953;0,390346274921301;0,00728212356119333;3
"EESTIMAA ÜHENDATUD VASAKPARTEI";1046;"ALEKSANDR TOLBIN";369;3;953;0,387198321091291;0,00722339675828048;3
"EESTIMAA ÜHENDATUD VASAKPARTEI";1044;"LEILA EERITS";212;1;953;0,222455403987408;0,00415002740584136;3
"Erakond Eesti 200";686;"MARGUS TSAHKNA";2922;1;7263;0,402313093762908;0,0571999060371153;3
"Erakond Eesti 200";688;"JUKU-KALLE RAID";1281;3;7263;0,176373399421727;0,0250763448437867;3
"Erakond Eesti 200";687;"KRIS LEINATAMM";1047;2;7263;0,144155307724081;0,0204956542165845;3
"Erakond Eesti 200";691;"ALEKSEI JAŠIN";483;6;7263;0,0665014456836018;0,00945501526896876;3
"Erakond Eesti 200";692;"KASPAR KASEPÕLD";340;7;7263;0,046812611868374;0,00665570433012294;3
"Erakond Eesti 200";689;"KADRI JÄÄTMA";329;4;7263;0,0452980861902795;0,00644037271944249;3
"Erakond Eesti 200";690;"TANEL SOKK";319;5;7263;0,0439212446647391;0,00624461670973299;3
"Erakond Eesti 200";695;"JOONAS LAKS";199;10;7263;0,0273991463582542;0,00389554459321901;3
"Erakond Eesti 200";693;"KERTI KOLLOM SEIDELBERG";174;8;7263;0,0239570425444031;0,00340615456894527;3
"Erakond Eesti 200";694;"MAREK KARM";169;9;7263;0,0232686217816329;0,00330827656409052;3
"Erakond Eestimaa Rohelised";239;"HELINA TILK";265;1;584;0,453767123287671;0,0051875342573017;3
"Erakond Eestimaa Rohelised";240;"KATRIN JÕGISAAR";142;2;584;0,243150684931507;0,00277973533787487;3
"Erakond Eestimaa Rohelised";242;"EGLE OLESK";112;4;584;0,191780821917808;0,00219246730874638;3
"Erakond Eestimaa Rohelised";241;"JANEK JÕGISAAR";65;3;584;0,111301369863014;0,00127241406311174;3
"Erakond Parempoolsed";128;"SIIM VALMAR KIISLER";530;1;1072;0,494402985074627;0,0103750685146034;3
"Erakond Parempoolsed";129;"INDREK LUBERG";194;2;1072;0,180970149253731;0,00379766658836426;3
"Erakond Parempoolsed";130;"ÜLLE MITT";100;3;1072;0,0932835820895522;0,00195756009709498;3
"Erakond Parempoolsed";135;"TÕNU PIHELGAS";64;8;1072;0,0597014925373134;0,00125283846214079;3
"Erakond Parempoolsed";133;"MARGIT LEERIMAA";59;6;1072;0,0550373134328358;0,00115496045728604;3
"Erakond Parempoolsed";131;"JORMA PUUSAAG";53;4;1072;0,0494402985074627;0,00103750685146034;3
"Erakond Parempoolsed";134;"RAUL ENNUS";40;7;1072;0,0373134328358209;0,000783024038837992;3
"Erakond Parempoolsed";137;"RUDOLF KASPER NARUSKI";23;10;1072;0,021455223880597;0,000450238822331846;3
"Erakond Parempoolsed";136;"OIVI NÕMMERGA";6;9;1072;0,00559701492537313;0,000117453605825699;3
"Erakond Parempoolsed";132;"IMRE MIGUEL KAJU";3;5;1072;0,00279850746268657;5,87268029128494e-05;3
"ISAMAA Erakond";311;"RAIVO TAMM";1693;1;3305;0,512254160363086;0,033141492443818;3
"ISAMAA Erakond";312;"LEA DANILSON-JÄRG";409;2;3305;0,12375189107413;0,00800642079711847;3
"ISAMAA Erakond";313;"KALLE MUULI";319;3;3305;0,0965204236006051;0,00624461670973299;3
"ISAMAA Erakond";319;"TRIVIMI VELLISTE";274;9;3305;0,0829046898638427;0,00536371466604025;3
"ISAMAA Erakond";314;"MERIKE VÄRIK";185;4;3305;0,0559757942511346;0,00362148617962571;3
"ISAMAA Erakond";320;"MART RANNUT";135;10;3305;0,0408472012102874;0,00264270613107822;3
"ISAMAA Erakond";316;"KADI ALATALU";120;6;3305;0,0363086232980333;0,00234907211651398;3
"ISAMAA Erakond";315;"MIKK TARGO";75;5;3305;0,0226928895612708;0,00146817007282124;3
"ISAMAA Erakond";317;"GERRY KONNOV";58;7;3305;0,0175491679273828;0,00113538485631509;3
"ISAMAA Erakond";318;"KRISTIAN TASKA";37;8;3305;0,0111951588502269;0,000724297235925143;3
"Sotsiaaldemokraatlik Erakond";436;"RIINA SIKKUT";2531;1;4563;0,554678939294324;0,049545846057474;3
"Sotsiaaldemokraatlik Erakond";437;"SVEN MIKSER";665;2;4563;0,145737453429761;0,0130177746456816;3
"Sotsiaaldemokraatlik Erakond";441;"KARMO KURI";336;6;4563;0,0736357659434582;0,00657740192623914;3
"Sotsiaaldemokraatlik Erakond";438;"KÜLLI URB";202;3;4563;0,0442691211921981;0,00395427139613186;3
"Sotsiaaldemokraatlik Erakond";440;"MERLI REIDOLF";197;5;4563;0,0431733508656586;0,00385639339127711;3
"Sotsiaaldemokraatlik Erakond";445;"MART MERI";186;10;4563;0,0407626561472715;0,00364106178059666;3
"Sotsiaaldemokraatlik Erakond";439;"LAURI PAEVEER";181;4;4563;0,039666885820732;0,00354318377574192;3
"Sotsiaaldemokraatlik Erakond";442;"MARI SPEEK";139;7;4563;0,0304624150777997;0,00272100853496202;3
"Sotsiaaldemokraatlik Erakond";444;"ANTO LIIVAT";106;9;4563;0,0232303309226386;0,00207501370292068;3
"Sotsiaaldemokraatlik Erakond";443;"VAHUR KOORITS";20;8;4563;0,00438308130615823;0,000391512019418996;3
"Eesti Keskerakond";946;"JÜRI RATAS";7672;1;10724;0,715404699738903;0,0726611482582918;4
"Eesti Keskerakond";949;"VLADIMIR ARHIPOV";1103;4;10724;0,102853412905632;0,0104464607050177;4
"Eesti Keskerakond";948;"SVEN SOIVER";262;3;10724;0,0244311823946289;0,00248138957816377;4
"Eesti Keskerakond";955;"ILJA BAN";242;10;10724;0,0225662066393137;0,00229197052639554;4
